"conventional.date","conventional.average_price","conventional.total_volume","conventional.type","conventional.year","conventional.geography","conventional.Mileage","conventional.total_sales","organic.date","organic.average_price","organic.total_volume","organic.type","organic.year","organic.geography","organic.Mileage","organic.total_sales","organic.share_total_sales","conventional.share_total_sales","ave.con.share","ave.org.share"
"2020/2/9",1.03,605228,"conventional",2020,"San Diego",253,623384.84,"2020/2/9",1.65,31907,"organic",2020,"San Diego",253,52646.55,0.077875895674016,0.922124104325984,0.936062734959172,0.0639372650408284
"2020/2/9",1.33,870197,"conventional",2020,"San Francisco",283,1157362.01,"2020/2/9",1.96,64805,"organic",2020,"San Francisco",283,127017.8,0.098894267109353,0.901105732890647,0.934814063488938,0.0651859365110624
"2020/2/9",1.31,633151,"conventional",2020,"Seattle",1029,829427.81,"2020/2/9",1.37,110615,"organic",2020,"Seattle",1029,151542.55,0.154482292410955,0.845517707589045,0.870418203097601,0.129581796902399
"2020/2/9",1.12,111345,"conventional",2020,"Spokane",1097,124706.4,"2020/2/9",1.5,6321,"organic",2020,"Spokane",1097,9481.5,0.0706583827602936,0.929341617239706,0.924914231142534,0.0750857688574661
"2020/2/9",1.04,204218,"conventional",2020,"St. Louis",1841,212386.72,"2020/2/9",1.82,5097,"organic",2020,"St. Louis",1841,9276.54,0.0418496957953249,0.958150304204675,0.933648181888816,0.0663518181111838
"2020/2/9",1.07,92372,"conventional",2020,"Syracuse",2693,98838.04,"2020/2/9",1.47,3899,"organic",2020,"Syracuse",2693,5731.53,0.0548106872773791,0.945189312722621,0.939977816469908,0.0600221835300924
"2020/2/9",0.97,674003,"conventional",2020,"Tampa",2636,653782.91,"2020/2/9",1.13,8041,"organic",2020,"Tampa",2636,9086.33,0.0137075752677858,0.986292424732214,0.982892930828724,0.0171070691712757
"2020/2/16",1.17,111113,"conventional",2020,"Albany",2832,130002.21,"2020/2/16",1.5,2832,"organic",2020,"Albany",2832,4248,0.0316424086040536,0.968357591395946,0.967559739478929,0.0324402605210707
"2020/2/16",0.92,759743,"conventional",2020,"Atlanta",2199,698963.56,"2020/2/16",1.1,29848,"organic",2020,"Atlanta",2199,32832.8,0.0448660334959851,0.955133966504015,0.950191710190095,0.0498082898099051
"2020/2/16",1.32,947109,"conventional",2020,"Baltimore/Washington",2679,1250183.88,"2020/2/16",1.2,52711,"organic",2020,"Baltimore/Washington",2679,63253.2,0.0481585307459113,0.951841469254089,0.944935705825464,0.0550642941745357
"2020/2/16",1.09,121104,"conventional",2020,"Boise",827,132003.36,"2020/2/16",1.64,4378,"organic",2020,"Boise",827,7179.92,0.0515860813166639,0.948413918683336,0.943837287582292,0.056162712417708
"2020/2/16",1.35,682140,"conventional",2020,"Boston",2998,920889,"2020/2/16",1.77,24494,"organic",2020,"Boston",2998,43354.38,0.0449620717126417,0.955037928287358,0.944402626536698,0.0555973734633019
"2020/2/16",1.17,164632,"conventional",2020,"Buffalo/Rochester",2552,192619.44,"2020/2/16",1.44,11037,"organic",2020,"Buffalo/Rochester",2552,15893.28,0.0762221124927055,0.923777887507295,0.926154647760673,0.0738453522393267
"2020/2/16",1.09,323782,"conventional",2020,"Charlotte",2428,352922.38,"2020/2/16",1.59,14271,"organic",2020,"Charlotte",2428,22690.89,0.0604102458893425,0.939589754110657,0.933943830589444,0.066056169410556
"2020/2/16",1.2,713674,"conventional",2020,"Chicago",2030,856408.8,"2020/2/16",1.48,67075,"organic",2020,"Chicago",2030,99271,0.103874749680803,0.896125250319197,0.921864208370615,0.078135791629385
"2020/2/16",1.01,279529,"conventional",2020,"Cincinnati/Dayton",2190,282324.29,"2020/2/16",1.21,16405,"organic",2020,"Cincinnati/Dayton",2190,19850.05,0.0656907201319609,0.934309279868039,0.921640979752964,0.0783590202470356
"2020/2/16",0.98,201904,"conventional",2020,"Columbus",2261,197865.92,"2020/2/16",1.02,26771,"organic",2020,"Columbus",2261,27306.42,0.121268980017706,0.878731019982294,0.928429826068234,0.0715701739317663
"2020/2/16",0.73,1660163,"conventional",2020,"Dallas/Ft. Worth",1449,1211918.99,"2020/2/16",1.25,37490,"organic",2020,"Dallas/Ft. Worth",1449,46862.5,0.0372284629002608,0.962771537099739,0.96479638894717,0.0352036110528297
"2020/2/16",1.13,940026,"conventional",2020,"Denver",1032,1062229.38,"2020/2/16",1.66,33743,"organic",2020,"Denver",1032,56013.38,0.050090536691693,0.949909463308307,0.946481603768874,0.053518396231126
"2020/2/16",1.06,443582,"conventional",2020,"Detroit",2296,470196.92,"2020/2/16",1.09,30452,"organic",2020,"Detroit",2296,33192.68,0.0659383507327128,0.934061649267287,0.941869889252581,0.0581301107474194
"2020/2/16",1.42,153340,"conventional",2020,"Grand Rapids",2193,217742.8,"2020/2/16",1.22,6803,"organic",2020,"Grand Rapids",2193,8299.66,0.0367172609960093,0.963282739003991,0.953442082798573,0.0465579172014267
"2020/2/16",1.03,381912,"conventional",2020,"Harrisburg/Scranton",2717,393369.36,"2020/2/16",1.04,20810,"organic",2020,"Harrisburg/Scranton",2717,21642.4,0.0521488836846455,0.947851116315354,0.943439474398886,0.0565605256011136
"2020/2/16",1.43,345688,"conventional",2020,"Hartford/Springfield",2906,494333.84,"2020/2/16",2.07,10349,"organic",2020,"Hartford/Springfield",2906,21422.43,0.0415359565090697,0.95846404349093,0.94103680481658,0.0589631951834199
"2020/2/16",0.7,1317948,"conventional",2020,"Houston",1656,922563.6,"2020/2/16",1.46,17430,"organic",2020,"Houston",1656,25447.8,0.0268433480863205,0.97315665191368,0.966414443488332,0.0335855565116683
"2020/2/16",0.98,220645,"conventional",2020,"Indianapolis",2083,216232.1,"2020/2/16",1.12,11603,"organic",2020,"Indianapolis",2083,12995.36,0.0566919862044451,0.943308013795555,0.945371948156886,0.0546280518431136
"2020/2/16",1,242996,"conventional",2020,"Jacksonville",2440,242996,"2020/2/16",1.21,4025,"organic",2020,"Jacksonville",2440,4870.25,0.0196487016687427,0.980351298331257,0.978139500731126,0.0218604992688741
"2020/2/16",0.96,413785,"conventional",2020,"Las Vegas",286,397233.6,"2020/2/16",1.52,10763,"organic",2020,"Las Vegas",286,16359.76,0.0395551804796866,0.960444819520313,0.947760158322428,0.0522398416775717
"2020/2/16",1.14,2835063,"conventional",2020,"Los Angeles",111,3231971.82,"2020/2/16",1.58,137579,"organic",2020,"Los Angeles",111,217374.82,0.0630191287472343,0.936980871252766,0.943881225974794,0.0561187740252061
"2020/2/16",0.97,121176,"conventional",2020,"Louisville",2101,117540.72,"2020/2/16",0.95,9628,"organic",2020,"Louisville",2101,9146.6,0.0721982278889474,0.927801772111053,0.936163248380035,0.0638367516199649
"2020/2/16",1.01,1068544,"conventional",2020,"Miami/Ft. Lauderdale",2843,1079229.44,"2020/2/16",1.16,11991,"organic",2020,"Miami/Ft. Lauderdale",2843,13909.56,0.0127244202246924,0.987275579775308,0.98727575637968,0.0127242436203202
"2020/2/16",0.85,283346,"conventional",2020,"Nashville",2020,240844.1,"2020/2/16",1.16,18552,"organic",2020,"Nashville",2020,21520.32,0.0820245367111897,0.91797546328881,0.939943242238379,0.060056757761621
"2020/2/16",0.85,349225,"conventional",2020,"New Orleans/Mobile",1954,296841.25,"2020/2/16",1.17,4149,"organic",2020,"New Orleans/Mobile",1954,4854.33,0.0160901594912328,0.983909840508767,0.978554582016915,0.0214454179830849
"2020/2/16",1.42,1686830,"conventional",2020,"New York",2794,2395298.6,"2020/2/16",1.69,73108,"organic",2020,"New York",2794,123552.52,0.049051140426275,0.950948859573725,0.933438425149798,0.066561574850202
"2020/2/16",0.99,586372,"conventional",2020,"Orlando",2617,580508.28,"2020/2/16",1.13,10034,"organic",2020,"Orlando",2617,11338.42,0.019157697424012,0.980842302575988,0.980111713684211,0.0198882863157888
"2020/2/16",1.22,553513,"conventional",2020,"Philadelphia",2759,675285.86,"2020/2/16",1.46,28225,"organic",2020,"Philadelphia",2759,41208.5,0.0575140605433377,0.942485939456662,0.936511942809066,0.0634880571909341
"2020/2/16",0.7,1636874,"conventional",2020,"Phoenix/Tucson",482,1145811.8,"2020/2/16",1.45,23744,"organic",2020,"Phoenix/Tucson",482,34428.8,0.029171001234833,0.970828998765167,0.969701956979254,0.030298043020746
"2020/2/16",1.25,110687,"conventional",2020,"Pittsburgh",2445,138358.75,"2020/2/16",1.14,17840,"organic",2020,"Pittsburgh",2445,20337.6,0.128154176198759,0.871845823801241,0.901272720977339,0.0987272790226607
"2020/2/16",1.21,660386,"conventional",2020,"Portland",855,799067.06,"2020/2/16",1.81,43391,"organic",2020,"Portland",855,78537.71,0.0894909789517211,0.910509021048279,0.923994665655572,0.0760053343444283
"2020/2/16",1.07,411223,"conventional",2020,"Raleigh/Greensboro",2557,440008.61,"2020/2/16",1.83,17602,"organic",2020,"Raleigh/Greensboro",2557,32211.66,0.0682132090602549,0.931786790939745,0.931804857309753,0.0681951426902468
"2020/2/16",0.91,358810,"conventional",2020,"Richmond/Norfolk",2632,326517.1,"2020/2/16",1.44,15756,"organic",2020,"Richmond/Norfolk",2632,22688.64,0.0649721278922849,0.935027872107715,0.928449792317041,0.0715502076829592
"2020/2/16",1.13,566936,"conventional",2020,"Sacramento",277,640637.68,"2020/2/16",1.79,17858,"organic",2020,"Sacramento",277,31965.82,0.0475255035098687,0.952474496490131,0.962944579767275,0.0370554202327255
"2020/2/16",1.17,512625,"conventional",2020,"San Diego",253,599771.25,"2020/2/16",1.61,31404,"organic",2020,"San Diego",253,50560.44,0.0777456193161985,0.922254380683802,0.936062734959172,0.0639372650408284
"2020/2/16",1.01,1173571,"conventional",2020,"San Francisco",283,1185306.71,"2020/2/16",2.07,62206,"organic",2020,"San Francisco",283,128766.42,0.0979902998244854,0.902009700175515,0.934814063488938,0.0651859365110624
"2020/2/16",1.44,570295,"conventional",2020,"Seattle",1029,821224.8,"2020/2/16",1.49,91932,"organic",2020,"Seattle",1029,136978.68,0.142953644877182,0.857046355122818,0.870418203097601,0.129581796902399
"2020/2/16",1.23,107806,"conventional",2020,"Spokane",1097,132601.38,"2020/2/16",1.82,5763,"organic",2020,"Spokane",1097,10488.66,0.0733011186522835,0.926698881347716,0.924914231142534,0.0750857688574661
"2020/2/16",1.22,177318,"conventional",2020,"St. Louis",1841,216327.96,"2020/2/16",1.79,4634,"organic",2020,"St. Louis",1841,8294.86,0.0369279488165984,0.963072051183402,0.933648181888816,0.0663518181111838
"2020/2/16",1.17,79909,"conventional",2020,"Syracuse",2693,93493.53,"2020/2/16",1.45,3824,"organic",2020,"Syracuse",2693,5544.8,0.0559864044557294,0.944013595544271,0.939977816469908,0.0600221835300924
"2020/2/16",0.91,644776,"conventional",2020,"Tampa",2636,586746.16,"2020/2/16",1.15,9532,"organic",2020,"Tampa",2636,10961.8,0.0183397256412647,0.981660274358735,0.982892930828724,0.0171070691712757
"2020/2/23",1.27,137400,"conventional",2020,"Albany",2832,174498,"2020/2/23",1.5,2755,"organic",2020,"Albany",2832,4132.5,0.0231343471579601,0.97686565284204,0.967559739478929,0.0324402605210707
"2020/2/23",0.92,739777,"conventional",2020,"Atlanta",2199,680594.84,"2020/2/23",1.3,27860,"organic",2020,"Atlanta",2199,36218,0.0505264386726108,0.949473561327389,0.950191710190095,0.0498082898099051
"2020/2/23",1.31,971157,"conventional",2020,"Baltimore/Washington",2679,1272215.67,"2020/2/23",1.28,49781,"organic",2020,"Baltimore/Washington",2679,63719.68,0.0476966793340711,0.952303320665929,0.944935705825464,0.0550642941745357
"2020/2/23",1,140136,"conventional",2020,"Boise",827,140136,"2020/2/23",1.66,4378,"organic",2020,"Boise",827,7267.48,0.0493033135988377,0.950696686401162,0.943837287582292,0.056162712417708
"2020/2/23",1.31,741424,"conventional",2020,"Boston",2998,971265.44,"2020/2/23",1.65,26088,"organic",2020,"Boston",2998,43045.2,0.0424378866813425,0.957562113318657,0.944402626536698,0.0555973734633019
"2020/2/23",1.14,176174,"conventional",2020,"Buffalo/Rochester",2552,200838.36,"2020/2/23",1.1,16700,"organic",2020,"Buffalo/Rochester",2552,18370,0.083801548444594,0.916198451555406,0.926154647760673,0.0738453522393267
"2020/2/23",1.1,339522,"conventional",2020,"Charlotte",2428,373474.2,"2020/2/23",1.51,15864,"organic",2020,"Charlotte",2428,23954.64,0.0602740354726144,0.939725964527386,0.933943830589444,0.066056169410556
"2020/2/23",1.33,699283,"conventional",2020,"Chicago",2030,930046.39,"2020/2/23",1.48,43079,"organic",2020,"Chicago",2030,63756.92,0.0641544653337892,0.935845534666211,0.921864208370615,0.078135791629385
"2020/2/23",1.03,316744,"conventional",2020,"Cincinnati/Dayton",2190,326246.32,"2020/2/23",1.06,31825,"organic",2020,"Cincinnati/Dayton",2190,33734.5,0.0937119372082102,0.90628806279179,0.921640979752964,0.0783590202470356
"2020/2/23",0.95,228210,"conventional",2020,"Columbus",2261,216799.5,"2020/2/23",1.02,33227,"organic",2020,"Columbus",2261,33891.54,0.135192466392098,0.864807533607902,0.928429826068234,0.0715701739317663
"2020/2/23",0.74,1693284,"conventional",2020,"Dallas/Ft. Worth",1449,1253030.16,"2020/2/23",1.26,35129,"organic",2020,"Dallas/Ft. Worth",1449,44262.54,0.0341191621597809,0.965880837840219,0.96479638894717,0.0352036110528297
"2020/2/23",1.1,1054022,"conventional",2020,"Denver",1032,1159424.2,"2020/2/23",1.57,35936,"organic",2020,"Denver",1032,56419.52,0.0464035953568111,0.953596404643189,0.946481603768874,0.053518396231126
"2020/2/23",0.86,631269,"conventional",2020,"Detroit",2296,542891.34,"2020/2/23",0.85,50361,"organic",2020,"Detroit",2296,42806.85,0.0730868743166169,0.926913125683383,0.941869889252581,0.0581301107474194
"2020/2/23",1.41,199948,"conventional",2020,"Grand Rapids",2193,281926.68,"2020/2/23",1.2,9107,"organic",2020,"Grand Rapids",2193,10928.4,0.037316750660429,0.962683249339571,0.953442082798573,0.0465579172014267
"2020/2/23",1.11,352589,"conventional",2020,"Harrisburg/Scranton",2717,391373.79,"2020/2/23",1,19606,"organic",2020,"Harrisburg/Scranton",2717,19606,0.0477055088280618,0.952294491171938,0.943439474398886,0.0565605256011136
"2020/2/23",1.42,348731,"conventional",2020,"Hartford/Springfield",2906,495198.02,"2020/2/23",2.11,11071,"organic",2020,"Hartford/Springfield",2906,23359.81,0.0450476468555108,0.954952353144489,0.94103680481658,0.0589631951834199
"2020/2/23",0.7,1486885,"conventional",2020,"Houston",1656,1040819.5,"2020/2/23",1.37,16005,"organic",2020,"Houston",1656,21926.85,0.0206322515245524,0.979367748475448,0.966414443488332,0.0335855565116683
"2020/2/23",0.86,268718,"conventional",2020,"Indianapolis",2083,231097.48,"2020/2/23",0.84,31428,"organic",2020,"Indianapolis",2083,26399.52,0.102523602216725,0.897476397783275,0.945371948156886,0.0546280518431136
"2020/2/23",1.02,237364,"conventional",2020,"Jacksonville",2440,242111.28,"2020/2/23",1.2,4239,"organic",2020,"Jacksonville",2440,5086.8,0.0205778297307164,0.979422170269284,0.978139500731126,0.0218604992688741
"2020/2/23",0.85,403050,"conventional",2020,"Las Vegas",286,342592.5,"2020/2/23",1.56,13084,"organic",2020,"Las Vegas",286,20411.04,0.0562282119893376,0.943771788010662,0.947760158322428,0.0522398416775717
"2020/2/23",0.98,3747775,"conventional",2020,"Los Angeles",111,3672819.5,"2020/2/23",1.55,145430,"organic",2020,"Los Angeles",111,225416.5,0.057825257372822,0.942174742627178,0.943881225974794,0.0561187740252061
"2020/2/23",0.91,134478,"conventional",2020,"Louisville",2101,122374.98,"2020/2/23",1.13,6232,"organic",2020,"Louisville",2101,7042.16,0.054414430731509,0.945585569268491,0.936163248380035,0.0638367516199649
"2020/2/23",1.05,1013155,"conventional",2020,"Miami/Ft. Lauderdale",2843,1063812.75,"2020/2/23",1.16,13397,"organic",2020,"Miami/Ft. Lauderdale",2843,15540.52,0.0143979922347389,0.985602007765261,0.98727575637968,0.0127242436203202
"2020/2/23",0.84,307393,"conventional",2020,"Nashville",2020,258210.12,"2020/2/23",1.43,8875,"organic",2020,"Nashville",2020,12691.25,0.0468482311477421,0.953151768852258,0.939943242238379,0.060056757761621
"2020/2/23",0.94,301007,"conventional",2020,"New Orleans/Mobile",1954,282946.58,"2020/2/23",1.2,5676,"organic",2020,"New Orleans/Mobile",1954,6811.2,0.0235065301784132,0.976493469821587,0.978554582016915,0.0214454179830849
"2020/2/23",1.29,1519919,"conventional",2020,"New York",2794,1960695.51,"2020/2/23",1.73,64225,"organic",2020,"New York",2794,111109.25,0.0536292087677219,0.946370791232278,0.933438425149798,0.066561574850202
"2020/2/23",1.01,578905,"conventional",2020,"Orlando",2617,584694.05,"2020/2/23",1.13,10490,"organic",2020,"Orlando",2617,11853.7,0.0198704965361113,0.980129503463889,0.980111713684211,0.0198882863157888
"2020/2/23",1.18,475269,"conventional",2020,"Philadelphia",2759,560817.42,"2020/2/23",1.46,27723,"organic",2020,"Philadelphia",2759,40475.58,0.0673142378175033,0.932685762182497,0.936511942809066,0.0634880571909341
"2020/2/23",0.67,1547087,"conventional",2020,"Phoenix/Tucson",482,1036548.29,"2020/2/23",1.47,27421,"organic",2020,"Phoenix/Tucson",482,40308.87,0.0374319561565621,0.962568043843438,0.969701956979254,0.030298043020746
"2020/2/23",1.26,119224,"conventional",2020,"Pittsburgh",2445,150222.24,"2020/2/23",1.22,17647,"organic",2020,"Pittsburgh",2445,21529.34,0.125351627041801,0.874648372958199,0.901272720977339,0.0987272790226607
"2020/2/23",1.02,897227,"conventional",2020,"Portland",855,915171.54,"2020/2/23",1.66,48059,"organic",2020,"Portland",855,79777.94,0.0801829053672152,0.919817094632785,0.923994665655572,0.0760053343444283
"2020/2/23",1.08,438975,"conventional",2020,"Raleigh/Greensboro",2557,474093,"2020/2/23",1.85,19131,"organic",2020,"Raleigh/Greensboro",2557,35392.35,0.0694668649451844,0.930533135054816,0.931804857309753,0.0681951426902468
"2020/2/23",0.89,361827,"conventional",2020,"Richmond/Norfolk",2632,322026.03,"2020/2/23",1.31,18557,"organic",2020,"Richmond/Norfolk",2632,24309.67,0.0701910602920808,0.929808939707919,0.928449792317041,0.0715502076829592
"2020/2/23",1.31,509140,"conventional",2020,"Sacramento",277,666973.4,"2020/2/23",1.74,19065,"organic",2020,"Sacramento",277,33173.1,0.047380226852523,0.952619773147477,0.962944579767275,0.0370554202327255
"2020/2/23",0.94,807001,"conventional",2020,"San Diego",253,758580.94,"2020/2/23",1.62,33327,"organic",2020,"San Diego",253,53989.74,0.0664431308301698,0.93355686916983,0.936062734959172,0.0639372650408284
"2020/2/23",1.49,899133,"conventional",2020,"San Francisco",283,1339708.17,"2020/2/23",2.03,62746,"organic",2020,"San Francisco",283,127374.38,0.0868215493395379,0.913178450660462,0.934814063488938,0.0651859365110624
"2020/2/23",1.31,645809,"conventional",2020,"Seattle",1029,846009.79,"2020/2/23",1.55,108460,"organic",2020,"Seattle",1029,168113,0.16577183912808,0.83422816087192,0.870418203097601,0.129581796902399
"2020/2/23",1.14,120927,"conventional",2020,"Spokane",1097,137856.78,"2020/2/23",1.81,5167,"organic",2020,"Spokane",1097,9352.27,0.0635305370152175,0.936469462984783,0.924914231142534,0.0750857688574661
"2020/2/23",1.25,187603,"conventional",2020,"St. Louis",1841,234503.75,"2020/2/23",1.24,23427,"organic",2020,"St. Louis",1841,29049.48,0.11022243969463,0.88977756030537,0.933648181888816,0.0663518181111838
"2020/2/23",1.21,92989,"conventional",2020,"Syracuse",2693,112516.69,"2020/2/23",1.21,5302,"organic",2020,"Syracuse",2693,6415.42,0.0539418664984587,0.946058133501541,0.939977816469908,0.0600221835300924
"2020/2/23",0.97,634028,"conventional",2020,"Tampa",2636,615007.16,"2020/2/23",1.14,9517,"organic",2020,"Tampa",2636,10849.38,0.0173352506630353,0.982664749336965,0.982892930828724,0.0171070691712757
"2020/3/1",1.24,116417,"conventional",2020,"Albany",2832,144357.08,"2020/3/1",1.38,4880,"organic",2020,"Albany",2832,6734.4,0.0445716727376024,0.955428327262398,0.967559739478929,0.0324402605210707
"2020/3/1",1.04,760480,"conventional",2020,"Atlanta",2199,790899.2,"2020/3/1",1.44,22305,"organic",2020,"Atlanta",2199,32119.2,0.0390261019680726,0.960973898031927,0.950191710190095,0.0498082898099051
"2020/3/1",1.26,1059786,"conventional",2020,"Baltimore/Washington",2679,1335330.36,"2020/3/1",1.42,46399,"organic",2020,"Baltimore/Washington",2679,65886.58,0.0470209702146478,0.952979029785352,0.944935705825464,0.0550642941745357
"2020/3/1",1.12,130061,"conventional",2020,"Boise",827,145668.32,"2020/3/1",1.77,3739,"organic",2020,"Boise",827,6618.03,0.0434578017005464,0.956542198299454,0.943837287582292,0.056162712417708
"2020/3/1",1.4,734100,"conventional",2020,"Boston",2998,1027740,"2020/3/1",1.71,31019,"organic",2020,"Boston",2998,53042.49,0.0490778583949857,0.950922141605014,0.944402626536698,0.0555973734633019
"2020/3/1",1.22,198992,"conventional",2020,"Buffalo/Rochester",2552,242770.24,"2020/3/1",1.33,12933,"organic",2020,"Buffalo/Rochester",2552,17200.89,0.0661646160479435,0.933835383952056,0.926154647760673,0.0738453522393267
"2020/3/1",0.97,371896,"conventional",2020,"Charlotte",2428,360739.12,"2020/3/1",1.45,17078,"organic",2020,"Charlotte",2428,24763.1,0.0642359465530445,0.935764053446956,0.933943830589444,0.066056169410556
"2020/3/1",1.38,698076,"conventional",2020,"Chicago",2030,963344.88,"2020/3/1",1.55,41141,"organic",2020,"Chicago",2030,63768.55,0.0620852070837006,0.937914792916299,0.921864208370615,0.078135791629385
"2020/3/1",0.92,359195,"conventional",2020,"Cincinnati/Dayton",2190,330459.4,"2020/3/1",1.02,22818,"organic",2020,"Cincinnati/Dayton",2190,23274.36,0.0657962643995303,0.93420373560047,0.921640979752964,0.0783590202470356
"2020/3/1",0.87,270230,"conventional",2020,"Columbus",2261,235100.1,"2020/3/1",0.96,24512,"organic",2020,"Columbus",2261,23531.52,0.0909846986226974,0.909015301377303,0.928429826068234,0.0715701739317663
"2020/3/1",0.8,1728695,"conventional",2020,"Dallas/Ft. Worth",1449,1382956,"2020/3/1",1.29,34709,"organic",2020,"Dallas/Ft. Worth",1449,44774.61,0.0313606850524834,0.968639314947517,0.96479638894717,0.0352036110528297
"2020/3/1",0.97,1131613,"conventional",2020,"Denver",1032,1097664.61,"2020/3/1",1.53,36174,"organic",2020,"Denver",1032,55346.22,0.0480014745394889,0.951998525460511,0.946481603768874,0.053518396231126
"2020/3/1",1,520239,"conventional",2020,"Detroit",2296,520239,"2020/3/1",1.5,39176,"organic",2020,"Detroit",2296,58764,0.101491702115533,0.898508297884467,0.941869889252581,0.0581301107474194
"2020/3/1",1.72,133345,"conventional",2020,"Grand Rapids",2193,229353.4,"2020/3/1",1.03,14686,"organic",2020,"Grand Rapids",2193,15126.58,0.0618724690667923,0.938127530933208,0.953442082798573,0.0465579172014267
"2020/3/1",1.18,333976,"conventional",2020,"Harrisburg/Scranton",2717,394091.68,"2020/3/1",1.2,19305,"organic",2020,"Harrisburg/Scranton",2717,23166,0.0555196491530126,0.944480350846987,0.943439474398886,0.0565605256011136
"2020/3/1",1.48,340980,"conventional",2020,"Hartford/Springfield",2906,504650.4,"2020/3/1",1.9,17989,"organic",2020,"Hartford/Springfield",2906,34179.1,0.0634321246331168,0.936567875366883,0.94103680481658,0.0589631951834199
"2020/3/1",0.7,1530534,"conventional",2020,"Houston",1656,1071373.8,"2020/3/1",1.54,21679,"organic",2020,"Houston",1656,33385.66,0.0302198453227094,0.969780154677291,0.966414443488332,0.0335855565116683
"2020/3/1",0.95,266776,"conventional",2020,"Indianapolis",2083,253437.2,"2020/3/1",0.9,20510,"organic",2020,"Indianapolis",2083,18459,0.067889878563952,0.932110121436048,0.945371948156886,0.0546280518431136
"2020/3/1",1.21,235538,"conventional",2020,"Jacksonville",2440,285000.98,"2020/3/1",1.15,4752,"organic",2020,"Jacksonville",2440,5464.8,0.0188139201802016,0.981186079819798,0.978139500731126,0.0218604992688741
"2020/3/1",1.12,302825,"conventional",2020,"Las Vegas",286,339164,"2020/3/1",1.65,10184,"organic",2020,"Las Vegas",286,16803.6,0.0472054198191071,0.952794580180893,0.947760158322428,0.0522398416775717
"2020/3/1",1.19,2831312,"conventional",2020,"Los Angeles",111,3369261.28,"2020/3/1",1.69,194379,"organic",2020,"Los Angeles",111,328500.51,0.0888376614438433,0.911162338556157,0.943881225974794,0.0561187740252061
"2020/3/1",1.06,123527,"conventional",2020,"Louisville",2101,130938.62,"2020/3/1",1.07,6775,"organic",2020,"Louisville",2101,7249.25,0.0524593801178063,0.947540619882194,0.936163248380035,0.0638367516199649
"2020/3/1",1.21,988465,"conventional",2020,"Miami/Ft. Lauderdale",2843,1196042.65,"2020/3/1",1.11,15801,"organic",2020,"Miami/Ft. Lauderdale",2843,17539.11,0.0144523513603237,0.985547648639676,0.98727575637968,0.0127242436203202
"2020/3/1",0.92,301015,"conventional",2020,"Nashville",2020,276933.8,"2020/3/1",1.21,10550,"organic",2020,"Nashville",2020,12765.5,0.0440646560071081,0.955935343992892,0.939943242238379,0.060056757761621
"2020/3/1",0.93,358791,"conventional",2020,"New Orleans/Mobile",1954,333675.63,"2020/3/1",1.21,8956,"organic",2020,"New Orleans/Mobile",1954,10836.76,0.0314553563661382,0.968544643633862,0.978554582016915,0.0214454179830849
"2020/3/1",1.53,1670324,"conventional",2020,"New York",2794,2555595.72,"2020/3/1",1.69,199761,"organic",2020,"New York",2794,337596.09,0.116686383817739,0.883313616182261,0.933438425149798,0.066561574850202
"2020/3/1",1.17,571495,"conventional",2020,"Orlando",2617,668649.15,"2020/3/1",1.11,11946,"organic",2020,"Orlando",2617,13260.06,0.0194454918712713,0.980554508128729,0.980111713684211,0.0198882863157888
"2020/3/1",1.36,503242,"conventional",2020,"Philadelphia",2759,684409.12,"2020/3/1",1.63,39399,"organic",2020,"Philadelphia",2759,64220.37,0.0857839169547008,0.914216083045299,0.936511942809066,0.0634880571909341
"2020/3/1",0.86,1250204,"conventional",2020,"Phoenix/Tucson",482,1075175.44,"2020/3/1",1.55,23341,"organic",2020,"Phoenix/Tucson",482,36178.55,0.0325535790805952,0.967446420919405,0.969701956979254,0.030298043020746
"2020/3/1",1.29,121116,"conventional",2020,"Pittsburgh",2445,156239.64,"2020/3/1",1.18,17997,"organic",2020,"Pittsburgh",2445,21236.46,0.119658139884751,0.880341860115249,0.901272720977339,0.0987272790226607
"2020/3/1",1.11,851700,"conventional",2020,"Portland",855,945387,"2020/3/1",1.89,37874,"organic",2020,"Portland",855,71581.86,0.0703874649613165,0.929612535038683,0.923994665655572,0.0760053343444283
"2020/3/1",0.97,464392,"conventional",2020,"Raleigh/Greensboro",2557,450460.24,"2020/3/1",1.87,17160,"organic",2020,"Raleigh/Greensboro",2557,32089.2,0.0664993000509958,0.933500699949004,0.931804857309753,0.0681951426902468
"2020/3/1",0.93,355770,"conventional",2020,"Richmond/Norfolk",2632,330866.1,"2020/3/1",1.49,14210,"organic",2020,"Richmond/Norfolk",2632,21172.9,0.0601436204511432,0.939856379548857,0.928449792317041,0.0715502076829592
"2020/3/1",1.43,477107,"conventional",2020,"Sacramento",277,682263.01,"2020/3/1",1.79,20462,"organic",2020,"Sacramento",277,36626.98,0.0509493531826754,0.949050646817325,0.962944579767275,0.0370554202327255
"2020/3/1",1.17,538975,"conventional",2020,"San Diego",253,630600.75,"2020/3/1",1.82,42440,"organic",2020,"San Diego",253,77240.8,0.109121596492887,0.890878403507113,0.936062734959172,0.0639372650408284
"2020/3/1",1.49,899030,"conventional",2020,"San Francisco",283,1339554.7,"2020/3/1",2.03,73398,"organic",2020,"San Francisco",283,148997.94,0.10009584881056,0.89990415118944,0.934814063488938,0.0651859365110624
